countyfips,date,mobility,yoy_change,year,month,yearmonth,day,Date
51013,2021-01-05 00:00:00,-398.5,,2021,01,2021-01,05,2021-01-05
51059,2021-01-05 00:00:00,-319.0,,2021,01,2021-01,05,2021-01-05
51061,2021-01-05 00:00:00,-142.0,,2021,01,2021-01,05,2021-01-05
51107,2021-01-05 00:00:00,-207.0,,2021,01,2021-01,05,2021-01-05
51153,2021-01-05 00:00:00,-121.0,,2021,01,2021-01,05,2021-01-05
51187,2021-01-05 00:00:00,-221.0,,2021,01,2021-01,05,2021-01-05
51510,2021-01-05 00:00:00,-321.5,,2021,01,2021-01,05,2021-01-05
51610,2021-01-05 00:00:00,-437.0,,2021,01,2021-01,05,2021-01-05
51683,2021-01-05 00:00:00,-221.0,,2021,01,2021-01,05,2021-01-05
11001,2021-01-06 00:00:00,-455.0,,2021,01,2021-01,06,2021-01-06
24009,2021-01-06 00:00:00,-504.5,,2021,01,2021-01,06,2021-01-06
24017,2021-01-06 00:00:00,-117.5,,2021,01,2021-01,06,2021-01-06
24021,2021-01-06 00:00:00,-247.5,,2021,01,2021-01,06,2021-01-06
24031,2021-01-06 00:00:00,-106.5,,2021,01,2021-01,06,2021-01-06
24033,2021-01-06 00:00:00,-113.5,,2021,01,2021-01,06,2021-01-06
24037,2021-01-06 00:00:00,-85.0,,2021,01,2021-01,06,2021-01-06
51013,2021-01-06 00:00:00,-388.5,,2021,01,2021-01,06,2021-01-06
51059,2021-01-06 00:00:00,-298.5,,2021,01,2021-01,06,2021-01-06
51061,2021-01-06 00:00:00,-220.0,,2021,01,2021-01,06,2021-01-06
51107,2021-01-06 00:00:00,-304.0,,2021,01,2021-01,06,2021-01-06
51153,2021-01-06 00:00:00,-216.5,,2021,01,2021-01,06,2021-01-06
51187,2021-01-06 00:00:00,-88.0,,2021,01,2021-01,06,2021-01-06
51510,2021-01-06 00:00:00,-312.5,,2021,01,2021-01,06,2021-01-06
51610,2021-01-06 00:00:00,-407.0,,2021,01,2021-01,06,2021-01-06
51683,2021-01-06 00:00:00,-640.0,,2021,01,2021-01,06,2021-01-06
11001,2021-01-07 00:00:00,-454.0,,2021,01,2021-01,07,2021-01-07
24009,2021-01-07 00:00:00,-179.5,,2021,01,2021-01,07,2021-01-07
24017,2021-01-07 00:00:00,-235.0,,2021,01,2021-01,07,2021-01-07
24021,2021-01-07 00:00:00,-153.0,,2021,01,2021-01,07,2021-01-07
24031,2021-01-07 00:00:00,-301.0,,2021,01,2021-01,07,2021-01-07
24033,2021-01-07 00:00:00,-241.0,,2021,01,2021-01,07,2021-01-07
24037,2021-01-07 00:00:00,-222.0,,2021,01,2021-01,07,2021-01-07
51013,2021-01-07 00:00:00,-389.0,,2021,01,2021-01,07,2021-01-07
51059,2021-01-07 00:00:00,-299.5,,2021,01,2021-01,07,2021-01-07
51061,2021-01-07 00:00:00,-205.0,,2021,01,2021-01,07,2021-01-07
51107,2021-01-07 00:00:00,-295.0,,2021,01,2021-01,07,2021-01-07
51153,2021-01-07 00:00:00,-222.0,,2021,01,2021-01,07,2021-01-07
51187,2021-01-07 00:00:00,-124.0,,2021,01,2021-01,07,2021-01-07
51510,2021-01-07 00:00:00,-312.0,,2021,01,2021-01,07,2021-01-07
51610,2021-01-07 00:00:00,-397.0,,2021,01,2021-01,07,2021-01-07
51683,2021-01-07 00:00:00,-208.0,,2021,01,2021-01,07,2021-01-07
11001,2021-01-08 00:00:00,-297.5,,2021,01,2021-01,08,2021-01-08
24009,2021-01-08 00:00:00,-485.0,,2021,01,2021-01,08,2021-01-08
24017,2021-01-08 00:00:00,-197.0,,2021,01,2021-01,08,2021-01-08
24021,2021-01-08 00:00:00,-178.5,,2021,01,2021-01,08,2021-01-08
24031,2021-01-08 00:00:00,-96.5,,2021,01,2021-01,08,2021-01-08
24033,2021-01-08 00:00:00,-200.5,,2021,01,2021-01,08,2021-01-08
24037,2021-01-08 00:00:00,-187.0,,2021,01,2021-01,08,2021-01-08
51013,2021-01-08 00:00:00,-353.0,,2021,01,2021-01,08,2021-01-08
51059,2021-01-08 00:00:00,-259.0,,2021,01,2021-01,08,2021-01-08
51061,2021-01-08 00:00:00,-159.0,,2021,01,2021-01,08,2021-01-08
51107,2021-01-08 00:00:00,-251.0,,2021,01,2021-01,08,2021-01-08
51153,2021-01-08 00:00:00,-183.5,,2021,01,2021-01,08,2021-01-08
51187,2021-01-08 00:00:00,-892.5,,2021,01,2021-01,08,2021-01-08
51510,2021-01-08 00:00:00,-275.0,,2021,01,2021-01,08,2021-01-08
51610,2021-01-08 00:00:00,-371.0,,2021,01,2021-01,08,2021-01-08
51683,2021-01-08 00:00:00,-321.0,,2021,01,2021-01,08,2021-01-08
11001,2021-01-09 00:00:00,-424.0,,2021,01,2021-01,09,2021-01-09
24009,2021-01-09 00:00:00,-442.0,,2021,01,2021-01,09,2021-01-09
24017,2021-01-09 00:00:00,-194.0,,2021,01,2021-01,09,2021-01-09
24021,2021-01-09 00:00:00,-127.0,,2021,01,2021-01,09,2021-01-09
24031,2021-01-09 00:00:00,-254.0,,2021,01,2021-01,09,2021-01-09
24033,2021-01-09 00:00:00,-196.0,,2021,01,2021-01,09,2021-01-09
24037,2021-01-09 00:00:00,-182.5,,2021,01,2021-01,09,2021-01-09
51013,2021-01-09 00:00:00,-346.5,,2021,01,2021-01,09,2021-01-09
51059,2021-01-09 00:00:00,-251.5,,2021,01,2021-01,09,2021-01-09
51061,2021-01-09 00:00:00,-162.0,,2021,01,2021-01,09,2021-01-09
51107,2021-01-09 00:00:00,-246.0,,2021,01,2021-01,09,2021-01-09
51153,2021-01-09 00:00:00,-180.0,,2021,01,2021-01,09,2021-01-09
51187,2021-01-09 00:00:00,-943.0,,2021,01,2021-01,09,2021-01-09
51510,2021-01-09 00:00:00,-273.5,,2021,01,2021-01,09,2021-01-09
51610,2021-01-09 00:00:00,-366.0,,2021,01,2021-01,09,2021-01-09
51683,2021-01-09 00:00:00,-372.5,,2021,01,2021-01,09,2021-01-09
11001,2021-01-10 00:00:00,-161.0,,2021,01,2021-01,10,2021-01-10
24009,2021-01-10 00:00:00,-286.5,,2021,01,2021-01,10,2021-01-10
24017,2021-01-10 00:00:00,-106.5,,2021,01,2021-01,10,2021-01-10
24021,2021-01-10 00:00:00,-541.0,,2021,01,2021-01,10,2021-01-10
24031,2021-01-10 00:00:00,-242.5,,2021,01,2021-01,10,2021-01-10
24033,2021-01-10 00:00:00,-79.5,,2021,01,2021-01,10,2021-01-10
24037,2021-01-10 00:00:00,-171.0,,2021,01,2021-01,10,2021-01-10
51013,2021-01-10 00:00:00,-336.5,,2021,01,2021-01,10,2021-01-10
51059,2021-01-10 00:00:00,-161.5,,2021,01,2021-01,10,2021-01-10
51061,2021-01-10 00:00:00,-151.5,,2021,01,2021-01,10,2021-01-10
51107,2021-01-10 00:00:00,-235.0,,2021,01,2021-01,10,2021-01-10
51153,2021-01-10 00:00:00,-110.0,,2021,01,2021-01,10,2021-01-10
51187,2021-01-10 00:00:00,-807.0,,2021,01,2021-01,10,2021-01-10
51510,2021-01-10 00:00:00,-187.5,,2021,01,2021-01,10,2021-01-10
51610,2021-01-10 00:00:00,-356.0,,2021,01,2021-01,10,2021-01-10
51683,2021-01-10 00:00:00,-156.0,,2021,01,2021-01,10,2021-01-10
11001,2021-01-11 00:00:00,-417.5,,2021,01,2021-01,11,2021-01-11
24009,2021-01-11 00:00:00,-389.0,,2021,01,2021-01,11,2021-01-11
24017,2021-01-11 00:00:00,-187.5,,2021,01,2021-01,11,2021-01-11
24021,2021-01-11 00:00:00,-563.5,,2021,01,2021-01,11,2021-01-11
24031,2021-01-11 00:00:00,-245.5,,2021,01,2021-01,11,2021-01-11
24033,2021-01-11 00:00:00,-124.0,,2021,01,2021-01,11,2021-01-11
24037,2021-01-11 00:00:00,-67.5,,2021,01,2021-01,11,2021-01-11
51013,2021-01-11 00:00:00,-337.0,,2021,01,2021-01,11,2021-01-11
51059,2021-01-11 00:00:00,-163.0,,2021,01,2021-01,11,2021-01-11
51061,2021-01-11 00:00:00,-80.0,,2021,01,2021-01,11,2021-01-11
51107,2021-01-11 00:00:00,-236.5,,2021,01,2021-01,11,2021-01-11
51153,2021-01-11 00:00:00,-112.0,,2021,01,2021-01,11,2021-01-11
51187,2021-01-11 00:00:00,-390.0,,2021,01,2021-01,11,2021-01-11
51510,2021-01-11 00:00:00,-265.0,,2021,01,2021-01,11,2021-01-11
51610,2021-01-11 00:00:00,-366.0,,2021,01,2021-01,11,2021-01-11
51683,2021-01-11 00:00:00,-308.0,,2021,01,2021-01,11,2021-01-11
11001,2021-01-12 00:00:00,-420.0,,2021,01,2021-01,12,2021-01-12
24009,2021-01-12 00:00:00,-106.5,,2021,01,2021-01,12,2021-01-12
24017,2021-01-12 00:00:00,-192.5,,2021,01,2021-01,12,2021-01-12
24021,2021-01-12 00:00:00,-578.5,,2021,01,2021-01,12,2021-01-12
24031,2021-01-12 00:00:00,-246.5,,2021,01,2021-01,12,2021-01-12
24033,2021-01-12 00:00:00,-124.0,,2021,01,2021-01,12,2021-01-12
24037,2021-01-12 00:00:00,-178.5,,2021,01,2021-01,12,2021-01-12
51013,2021-01-12 00:00:00,-11.5,,2021,01,2021-01,12,2021-01-12
51059,2021-01-12 00:00:00,-24.0,,2021,01,2021-01,12,2021-01-12
51061,2021-01-12 00:00:00,-82.5,,2021,01,2021-01,12,2021-01-12
51107,2021-01-12 00:00:00,-237.5,,2021,01,2021-01,12,2021-01-12
51153,2021-01-12 00:00:00,-113.5,,2021,01,2021-01,12,2021-01-12
51187,2021-01-12 00:00:00,-475.5,,2021,01,2021-01,12,2021-01-12
51510,2021-01-12 00:00:00,-269.0,,2021,01,2021-01,12,2021-01-12
51610,2021-01-12 00:00:00,-369.0,,2021,01,2021-01,12,2021-01-12
51683,2021-01-12 00:00:00,-321.5,,2021,01,2021-01,12,2021-01-12
11001,2021-01-13 00:00:00,-416.0,,2021,01,2021-01,13,2021-01-13
24009,2021-01-13 00:00:00,-420.0,,2021,01,2021-01,13,2021-01-13
24017,2021-01-13 00:00:00,-189.0,,2021,01,2021-01,13,2021-01-13
24021,2021-01-13 00:00:00,-580.0,,2021,01,2021-01,13,2021-01-13
24031,2021-01-13 00:00:00,-246.5,,2021,01,2021-01,13,2021-01-13
24033,2021-01-13 00:00:00,-124.0,,2021,01,2021-01,13,2021-01-13
24037,2021-01-13 00:00:00,-178.5,,2021,01,2021-01,13,2021-01-13
51013,2021-01-13 00:00:00,-331.5,,2021,01,2021-01,13,2021-01-13
51059,2021-01-13 00:00:00,-101.0,,2021,01,2021-01,13,2021-01-13
51061,2021-01-13 00:00:00,-159.5,,2021,01,2021-01,13,2021-01-13
51107,2021-01-13 00:00:00,-234.5,,2021,01,2021-01,13,2021-01-13
51153,2021-01-13 00:00:00,-172.5,,2021,01,2021-01,13,2021-01-13
51187,2021-01-13 00:00:00,-892.5,,2021,01,2021-01,13,2021-01-13
51510,2021-01-13 00:00:00,-261.5,,2021,01,2021-01,13,2021-01-13
51610,2021-01-13 00:00:00,-374.0,,2021,01,2021-01,13,2021-01-13
51683,2021-01-13 00:00:00,-191.5,,2021,01,2021-01,13,2021-01-13
11001,2021-01-14 00:00:00,-417.0,,2021,01,2021-01,14,2021-01-14
24009,2021-01-14 00:00:00,-425.0,,2021,01,2021-01,14,2021-01-14
24017,2021-01-14 00:00:00,-192.5,,2021,01,2021-01,14,2021-01-14
24021,2021-01-14 00:00:00,-505.5,,2021,01,2021-01,14,2021-01-14
24031,2021-01-14 00:00:00,-248.5,,2021,01,2021-01,14,2021-01-14
24033,2021-01-14 00:00:00,-190.5,,2021,01,2021-01,14,2021-01-14
24037,2021-01-14 00:00:00,-178.5,,2021,01,2021-01,14,2021-01-14
51013,2021-01-14 00:00:00,-333.0,,2021,01,2021-01,14,2021-01-14
51059,2021-01-14 00:00:00,-242.5,,2021,01,2021-01,14,2021-01-14
51061,2021-01-14 00:00:00,-86.5,,2021,01,2021-01,14,2021-01-14
51107,2021-01-14 00:00:00,-235.5,,2021,01,2021-01,14,2021-01-14
51153,2021-01-14 00:00:00,-115.0,,2021,01,2021-01,14,2021-01-14
51187,2021-01-14 00:00:00,-510.0,,2021,01,2021-01,14,2021-01-14
51510,2021-01-14 00:00:00,-262.0,,2021,01,2021-01,14,2021-01-14
51610,2021-01-14 00:00:00,-379.0,,2021,01,2021-01,14,2021-01-14
51683,2021-01-14 00:00:00,-228.0,,2021,01,2021-01,14,2021-01-14
11001,2021-01-15 00:00:00,-419.5,,2021,01,2021-01,15,2021-01-15
24009,2021-01-15 00:00:00,-429.0,,2021,01,2021-01,15,2021-01-15
24017,2021-01-15 00:00:00,-19.5,,2021,01,2021-01,15,2021-01-15
24021,2021-01-15 00:00:00,-505.5,,2021,01,2021-01,15,2021-01-15
24031,2021-01-15 00:00:00,-250.0,,2021,01,2021-01,15,2021-01-15
24033,2021-01-15 00:00:00,-86.5,,2021,01,2021-01,15,2021-01-15
24037,2021-01-15 00:00:00,-181.0,,2021,01,2021-01,15,2021-01-15
51013,2021-01-15 00:00:00,-333.0,,2021,01,2021-01,15,2021-01-15
51059,2021-01-15 00:00:00,-245.0,,2021,01,2021-01,15,2021-01-15
51061,2021-01-15 00:00:00,-92.5,,2021,01,2021-01,15,2021-01-15
51107,2021-01-15 00:00:00,-237.5,,2021,01,2021-01,15,2021-01-15
51153,2021-01-15 00:00:00,-173.0,,2021,01,2021-01,15,2021-01-15
51187,2021-01-15 00:00:00,-534.0,,2021,01,2021-01,15,2021-01-15
51510,2021-01-15 00:00:00,-260.5,,2021,01,2021-01,15,2021-01-15
51610,2021-01-15 00:00:00,-376.0,,2021,01,2021-01,15,2021-01-15
51683,2021-01-15 00:00:00,-142.0,,2021,01,2021-01,15,2021-01-15
11001,2021-01-16 00:00:00,-423.5,,2021,01,2021-01,16,2021-01-16
24009,2021-01-16 00:00:00,-439.5,,2021,01,2021-01,16,2021-01-16
24017,2021-01-16 00:00:00,-196.5,,2021,01,2021-01,16,2021-01-16
24021,2021-01-16 00:00:00,-618.5,,2021,01,2021-01,16,2021-01-16
24031,2021-01-16 00:00:00,-252.5,,2021,01,2021-01,16,2021-01-16
24033,2021-01-16 00:00:00,-198.5,,2021,01,2021-01,16,2021-01-16
24037,2021-01-16 00:00:00,-185.0,,2021,01,2021-01,16,2021-01-16
51013,2021-01-16 00:00:00,-334.0,,2021,01,2021-01,16,2021-01-16
51059,2021-01-16 00:00:00,-247.5,,2021,01,2021-01,16,2021-01-16
51061,2021-01-16 00:00:00,-92.0,,2021,01,2021-01,16,2021-01-16
51107,2021-01-16 00:00:00,-153.0,,2021,01,2021-01,16,2021-01-16
51153,2021-01-16 00:00:00,-173.0,,2021,01,2021-01,16,2021-01-16
51187,2021-01-16 00:00:00,-111.0,,2021,01,2021-01,16,2021-01-16
51510,2021-01-16 00:00:00,-261.5,,2021,01,2021-01,16,2021-01-16
51610,2021-01-16 00:00:00,-379.0,,2021,01,2021-01,16,2021-01-16
51683,2021-01-16 00:00:00,-307.0,,2021,01,2021-01,16,2021-01-16
11001,2021-01-17 00:00:00,-430.0,,2021,01,2021-01,17,2021-01-17
24009,2021-01-17 00:00:00,-123.0,,2021,01,2021-01,17,2021-01-17
24017,2021-01-17 00:00:00,-198.5,,2021,01,2021-01,17,2021-01-17
24021,2021-01-17 00:00:00,-180.0,,2021,01,2021-01,17,2021-01-17
24031,2021-01-17 00:00:00,-257.5,,2021,01,2021-01,17,2021-01-17
24033,2021-01-17 00:00:00,-93.0,,2021,01,2021-01,17,2021-01-17
24037,2021-01-17 00:00:00,-188.0,,2021,01,2021-01,17,2021-01-17
51013,2021-01-17 00:00:00,-256.0,,2021,01,2021-01,17,2021-01-17
51059,2021-01-17 00:00:00,-254.0,,2021,01,2021-01,17,2021-01-17
51061,2021-01-17 00:00:00,-176.5,,2021,01,2021-01,17,2021-01-17
51107,2021-01-17 00:00:00,-240.0,,2021,01,2021-01,17,2021-01-17
51153,2021-01-17 00:00:00,-176.0,,2021,01,2021-01,17,2021-01-17
51187,2021-01-17 00:00:00,-119.0,,2021,01,2021-01,17,2021-01-17
51510,2021-01-17 00:00:00,-265.0,,2021,01,2021-01,17,2021-01-17
51610,2021-01-17 00:00:00,-376.0,,2021,01,2021-01,17,2021-01-17
51683,2021-01-17 00:00:00,-146.5,,2021,01,2021-01,17,2021-01-17
11001,2021-01-18 00:00:00,-438.0,,2021,01,2021-01,18,2021-01-18
24009,2021-01-18 00:00:00,-459.5,,2021,01,2021-01,18,2021-01-18
24017,2021-01-18 00:00:00,-187.0,,2021,01,2021-01,18,2021-01-18
24021,2021-01-18 00:00:00,-120.0,,2021,01,2021-01,18,2021-01-18
24031,2021-01-18 00:00:00,-253.5,,2021,01,2021-01,18,2021-01-18
24033,2021-01-18 00:00:00,-204.0,,2021,01,2021-01,18,2021-01-18
24037,2021-01-18 00:00:00,-182.0,,2021,01,2021-01,18,2021-01-18
51013,2021-01-18 00:00:00,-253.5,,2021,01,2021-01,18,2021-01-18
51059,2021-01-18 00:00:00,-247.5,,2021,01,2021-01,18,2021-01-18
51061,2021-01-18 00:00:00,-173.5,,2021,01,2021-01,18,2021-01-18
51107,2021-01-18 00:00:00,-107.0,,2021,01,2021-01,18,2021-01-18
51153,2021-01-18 00:00:00,-167.0,,2021,01,2021-01,18,2021-01-18
51187,2021-01-18 00:00:00,-112.0,,2021,01,2021-01,18,2021-01-18
51510,2021-01-18 00:00:00,-257.5,,2021,01,2021-01,18,2021-01-18
51610,2021-01-18 00:00:00,-353.0,,2021,01,2021-01,18,2021-01-18
51683,2021-01-18 00:00:00,-452.5,,2021,01,2021-01,18,2021-01-18
11001,2021-01-19 00:00:00,-185.5,,2021,01,2021-01,19,2021-01-19
24009,2021-01-19 00:00:00,-466.0,,2021,01,2021-01,19,2021-01-19
24017,2021-01-19 00:00:00,-185.0,,2021,01,2021-01,19,2021-01-19
24021,2021-01-19 00:00:00,-172.0,,2021,01,2021-01,19,2021-01-19
24031,2021-01-19 00:00:00,-256.5,,2021,01,2021-01,19,2021-01-19
24033,2021-01-19 00:00:00,-208.5,,2021,01,2021-01,19,2021-01-19
24037,2021-01-19 00:00:00,-188.5,,2021,01,2021-01,19,2021-01-19
51013,2021-01-19 00:00:00,-336.0,,2021,01,2021-01,19,2021-01-19
51059,2021-01-19 00:00:00,-249.5,,2021,01,2021-01,19,2021-01-19
51061,2021-01-19 00:00:00,-172.5,,2021,01,2021-01,19,2021-01-19
51107,2021-01-19 00:00:00,-23.0,,2021,01,2021-01,19,2021-01-19
51153,2021-01-19 00:00:00,-168.0,,2021,01,2021-01,19,2021-01-19
51187,2021-01-19 00:00:00,-114.0,,2021,01,2021-01,19,2021-01-19
51510,2021-01-19 00:00:00,-253.5,,2021,01,2021-01,19,2021-01-19
51610,2021-01-19 00:00:00,-354.0,,2021,01,2021-01,19,2021-01-19
51683,2021-01-19 00:00:00,-484.0,,2021,01,2021-01,19,2021-01-19
11001,2021-01-20 00:00:00,-466.5,,2021,01,2021-01,20,2021-01-20
24009,2021-01-20 00:00:00,-16.0,,2021,01,2021-01,20,2021-01-20
24017,2021-01-20 00:00:00,-187.5,,2021,01,2021-01,20,2021-01-20
24021,2021-01-20 00:00:00,-127.5,,2021,01,2021-01,20,2021-01-20
24031,2021-01-20 00:00:00,-262.5,,2021,01,2021-01,20,2021-01-20
24033,2021-01-20 00:00:00,-216.0,,2021,01,2021-01,20,2021-01-20
24037,2021-01-20 00:00:00,-193.0,,2021,01,2021-01,20,2021-01-20
51013,2021-01-20 00:00:00,-3.5,,2021,01,2021-01,20,2021-01-20
51059,2021-01-20 00:00:00,-253.5,,2021,01,2021-01,20,2021-01-20
51061,2021-01-20 00:00:00,-98.0,,2021,01,2021-01,20,2021-01-20
51107,2021-01-20 00:00:00,-232.0,,2021,01,2021-01,20,2021-01-20
51153,2021-01-20 00:00:00,-111.0,,2021,01,2021-01,20,2021-01-20
51187,2021-01-20 00:00:00,-118.5,,2021,01,2021-01,20,2021-01-20
51510,2021-01-20 00:00:00,-103.0,,2021,01,2021-01,20,2021-01-20
51610,2021-01-20 00:00:00,-359.0,,2021,01,2021-01,20,2021-01-20
51683,2021-01-20 00:00:00,-505.5,,2021,01,2021-01,20,2021-01-20
11001,2021-01-21 00:00:00,-466.5,,2021,01,2021-01,21,2021-01-21
24009,2021-01-21 00:00:00,-502.0,,2021,01,2021-01,21,2021-01-21
24017,2021-01-21 00:00:00,-114.0,,2021,01,2021-01,21,2021-01-21
24021,2021-01-21 00:00:00,-176.5,,2021,01,2021-01,21,2021-01-21
24031,2021-01-21 00:00:00,-265.5,,2021,01,2021-01,21,2021-01-21
24033,2021-01-21 00:00:00,-98.5,,2021,01,2021-01,21,2021-01-21
24037,2021-01-21 00:00:00,-195.0,,2021,01,2021-01,21,2021-01-21
51013,2021-01-21 00:00:00,-350.0,,2021,01,2021-01,21,2021-01-21
51059,2021-01-21 00:00:00,-257.5,,2021,01,2021-01,21,2021-01-21
51061,2021-01-21 00:00:00,-177.5,,2021,01,2021-01,21,2021-01-21
51107,2021-01-21 00:00:00,-232.5,,2021,01,2021-01,21,2021-01-21
51153,2021-01-21 00:00:00,-171.0,,2021,01,2021-01,21,2021-01-21
51187,2021-01-21 00:00:00,-61.0,,2021,01,2021-01,21,2021-01-21
51510,2021-01-21 00:00:00,-184.5,,2021,01,2021-01,21,2021-01-21
51610,2021-01-21 00:00:00,-357.0,,2021,01,2021-01,21,2021-01-21
51683,2021-01-21 00:00:00,-512.5,,2021,01,2021-01,21,2021-01-21
11001,2021-01-22 00:00:00,-462.5,,2021,01,2021-01,22,2021-01-22
24009,2021-01-22 00:00:00,-493.5,,2021,01,2021-01,22,2021-01-22
24017,2021-01-22 00:00:00,-185.5,,2021,01,2021-01,22,2021-01-22
24021,2021-01-22 00:00:00,-173.5,,2021,01,2021-01,22,2021-01-22
24031,2021-01-22 00:00:00,-185.5,,2021,01,2021-01,22,2021-01-22
24033,2021-01-22 00:00:00,-211.5,,2021,01,2021-01,22,2021-01-22
24037,2021-01-22 00:00:00,-131.5,,2021,01,2021-01,22,2021-01-22
51013,2021-01-22 00:00:00,-99.0,,2021,01,2021-01,22,2021-01-22
51059,2021-01-22 00:00:00,-254.0,,2021,01,2021-01,22,2021-01-22
51061,2021-01-22 00:00:00,-176.5,,2021,01,2021-01,22,2021-01-22
51107,2021-01-22 00:00:00,-226.0,,2021,01,2021-01,22,2021-01-22
51153,2021-01-22 00:00:00,-75.0,,2021,01,2021-01,22,2021-01-22
51187,2021-01-22 00:00:00,-110.5,,2021,01,2021-01,22,2021-01-22
51510,2021-01-22 00:00:00,-262.0,,2021,01,2021-01,22,2021-01-22
51610,2021-01-22 00:00:00,-364.0,,2021,01,2021-01,22,2021-01-22
51683,2021-01-22 00:00:00,-321.5,,2021,01,2021-01,22,2021-01-22
11001,2021-01-23 00:00:00,-460.0,,2021,01,2021-01,23,2021-01-23
24009,2021-01-23 00:00:00,-516.0,,2021,01,2021-01,23,2021-01-23
24017,2021-01-23 00:00:00,-186.0,,2021,01,2021-01,23,2021-01-23
24021,2021-01-23 00:00:00,-174.0,,2021,01,2021-01,23,2021-01-23
24031,2021-01-23 00:00:00,-265.5,,2021,01,2021-01,23,2021-01-23
24033,2021-01-23 00:00:00,-213.0,,2021,01,2021-01,23,2021-01-23
24037,2021-01-23 00:00:00,-195.5,,2021,01,2021-01,23,2021-01-23
51013,2021-01-23 00:00:00,-348.0,,2021,01,2021-01,23,2021-01-23
51059,2021-01-23 00:00:00,-257.5,,2021,01,2021-01,23,2021-01-23
51061,2021-01-23 00:00:00,-179.5,,2021,01,2021-01,23,2021-01-23
51107,2021-01-23 00:00:00,-227.0,,2021,01,2021-01,23,2021-01-23
51153,2021-01-23 00:00:00,-76.0,,2021,01,2021-01,23,2021-01-23
51187,2021-01-23 00:00:00,-61.0,,2021,01,2021-01,23,2021-01-23
51510,2021-01-23 00:00:00,-262.5,,2021,01,2021-01,23,2021-01-23
51610,2021-01-23 00:00:00,-366.0,,2021,01,2021-01,23,2021-01-23
51683,2021-01-23 00:00:00,-482.0,,2021,01,2021-01,23,2021-01-23
11001,2021-01-24 00:00:00,-191.0,,2021,01,2021-01,24,2021-01-24
24009,2021-01-24 00:00:00,-512.5,,2021,01,2021-01,24,2021-01-24
24017,2021-01-24 00:00:00,-187.0,,2021,01,2021-01,24,2021-01-24
24021,2021-01-24 00:00:00,-171.5,,2021,01,2021-01,24,2021-01-24
24031,2021-01-24 00:00:00,-103.5,,2021,01,2021-01,24,2021-01-24
24033,2021-01-24 00:00:00,-211.0,,2021,01,2021-01,24,2021-01-24
24037,2021-01-24 00:00:00,-200.0,,2021,01,2021-01,24,2021-01-24
51013,2021-01-24 00:00:00,-99.5,,2021,01,2021-01,24,2021-01-24
51059,2021-01-24 00:00:00,-114.0,,2021,01,2021-01,24,2021-01-24
51061,2021-01-24 00:00:00,-179.5,,2021,01,2021-01,24,2021-01-24
51107,2021-01-24 00:00:00,-227.5,,2021,01,2021-01,24,2021-01-24
51153,2021-01-24 00:00:00,-112.0,,2021,01,2021-01,24,2021-01-24
51187,2021-01-24 00:00:00,-518.5,,2021,01,2021-01,24,2021-01-24
51510,2021-01-24 00:00:00,-262.5,,2021,01,2021-01,24,2021-01-24
51610,2021-01-24 00:00:00,-374.0,,2021,01,2021-01,24,2021-01-24
51683,2021-01-24 00:00:00,-525.0,,2021,01,2021-01,24,2021-01-24
11001,2021-01-25 00:00:00,-451.5,,2021,01,2021-01,25,2021-01-25
24009,2021-01-25 00:00:00,-435.0,,2021,01,2021-01,25,2021-01-25
24017,2021-01-25 00:00:00,-204.0,,2021,01,2021-01,25,2021-01-25
24021,2021-01-25 00:00:00,-184.0,,2021,01,2021-01,25,2021-01-25
24031,2021-01-25 00:00:00,-275.0,,2021,01,2021-01,25,2021-01-25
24033,2021-01-25 00:00:00,-217.5,,2021,01,2021-01,25,2021-01-25
24037,2021-01-25 00:00:00,-213.5,,2021,01,2021-01,25,2021-01-25
51013,2021-01-25 00:00:00,-127.5,,2021,01,2021-01,25,2021-01-25
51059,2021-01-25 00:00:00,-271.0,,2021,01,2021-01,25,2021-01-25
51061,2021-01-25 00:00:00,-188.5,,2021,01,2021-01,25,2021-01-25
51107,2021-01-25 00:00:00,-237.5,,2021,01,2021-01,25,2021-01-25
51153,2021-01-25 00:00:00,-185.0,,2021,01,2021-01,25,2021-01-25
51187,2021-01-25 00:00:00,-128.5,,2021,01,2021-01,25,2021-01-25
51510,2021-01-25 00:00:00,-275.0,,2021,01,2021-01,25,2021-01-25
51610,2021-01-25 00:00:00,-399.0,,2021,01,2021-01,25,2021-01-25
51683,2021-01-25 00:00:00,-153.5,,2021,01,2021-01,25,2021-01-25
11001,2021-01-26 00:00:00,-453.0,,2021,01,2021-01,26,2021-01-26
24009,2021-01-26 00:00:00,-137.5,,2021,01,2021-01,26,2021-01-26
24017,2021-01-26 00:00:00,-131.5,,2021,01,2021-01,26,2021-01-26
24021,2021-01-26 00:00:00,-203.5,,2021,01,2021-01,26,2021-01-26
24031,2021-01-26 00:00:00,-288.5,,2021,01,2021-01,26,2021-01-26
24033,2021-01-26 00:00:00,-227.5,,2021,01,2021-01,26,2021-01-26
24037,2021-01-26 00:00:00,-143.5,,2021,01,2021-01,26,2021-01-26
51013,2021-01-26 00:00:00,-369.0,,2021,01,2021-01,26,2021-01-26
51059,2021-01-26 00:00:00,-128.5,,2021,01,2021-01,26,2021-01-26
51061,2021-01-26 00:00:00,-111.0,,2021,01,2021-01,26,2021-01-26
51107,2021-01-26 00:00:00,-253.0,,2021,01,2021-01,26,2021-01-26
